StoreNumber,ItemCode,TxnTime,SaleFlag,Quantity,Ignore1,Amount,Ignore3,Ignore4,Ignore5,Ignore6,Ignore7,SegmentCode
108,3400021024,09-05-2013 15:46,Y,1,0,3,130254,14753,3.99,Y,N,3241
108,4119691505,09-05-2013 15:47,N,1,0,2.69,850071,22973,2.69,N,N,2719
108,3700083319,09-05-2013 15:47,Y,1,0,6.99,140009,856499,8.99,Y,N,680
108,4154811086,09-05-2013 15:47,Y,1,0,3.99,140009,35630,5.49,Y,N,460
108,7078415054,09-05-2013 15:47,Y,1,0,0,140009,28730,3.69,Y,N,1214
108,7078401202,09-05-2013 15:47,Y,1,0,0,140009,14907,2.69,Y,N,723
108,4119641932,09-05-2013 15:47,Y,1,0,2.5,850071,17519,2.69,Y,N,2719
108,7078401830,09-05-2013 15:47,Y,1,0,2.99,140009,20329,3.49,Y,N,59
108,1600042060,09-05-2013 15:47,Y,1,0,0,140009,18150,2.79,Y,N,103
108,3400021024,09-05-2013 15:47,Y,1,0,3,140009,14753,3.99,Y,N,3241
108,7130000035,09-05-2013 15:47,Y,1,0,0,140009,16069,1.99,Y,N,2736
108,4154802497,09-05-2013 15:47,Y,1,0,3.99,140009,35571,5.49,Y,N,459
108,5210001005,09-05-2013 15:47,Y,1,0,0,140009,25555,1.69,Y,N,95
108,1600019426,09-05-2013 15:47,Y,10,0,10,130255,24881,19.9,Y,N,99
108,1200000496,09-05-2013 15:47,Y,4,0,7.56,30126,40026,8.76,Y,N,1244
108,1200000496,09-05-2013 15:47,N,1,0,-2.56,30126,40026,2.19,Y,N,1244
108,3010035053,09-05-2013 15:47,N,1,0,3.79,140009,41802,3.79,N,N,3179
108,3800040440,09-05-2013 15:47,N,1,0,2.79,140009,11924,2.79,N,N,439
108,7940085320,09-05-2013 15:47,N,1,0,2.49,140009,18910,2.49,N,N,906
108,5100019114,09-05-2013 15:47,Y,1,0,3.99,140009,12344,4.69,Y,N,406
108,2000019964,09-05-2013 15:47,Y,1,0,0,140009,12852,2.79,Y,N,424
108,1820053030,09-05-2013 15:47,Y,1,0,19.99,140009,154279,21.99,Y,N,1196
108,7764430232,09-05-2013 15:47,Y,1,0,0,140009,16163,2.19,Y,N,2798
108,1200080139,09-05-2013 15:47,Y,1,0,1,140009,588969,1.69,Y,N,1230
108,3400007610,09-05-2013 15:47,Y,1,0,3,140009,844780,3.99,Y,N,3241
108,3010057168,09-05-2013 15:47,Y,1,0,0.92,140009,830454,3.69,Y,N,3156
108,36382401866,09-05-2013 15:47,N,1,0,11.99,850071,812326,11.99,N,N,2536
108,3800084497,09-05-2013 15:47,Y,1,0,1.66,140009,890719,1.99,Y,N,1050
108,3800084509,09-05-2013 15:47,Y,1,0,1.67,140009,890728,1.99,Y,N,1050
108,3800084513,09-05-2013 15:47,Y,1,0,1.67,140009,890729,1.99,Y,N,1050
108,7078400012,09-05-2013 15:47,Y,1,0,1.5,130256,35316,1.99,Y,N,3202
108,4178000139,09-05-2013 15:48,Y,1,0,2.79,810103,36037,3.69,Y,N,1064
108,4400003202,09-05-2013 15:48,Y,1,0,3.99,20115,884856,4.49,Y,N,3154
108,7078400003,09-05-2013 15:48,Y,1,0,1.49,830100,35313,1.69,Y,N,3192
108,1122504195,09-05-2013 15:48,Y,2,0,2,20115,25465,2.18,Y,N,118
108,4650022297,09-05-2013 15:48,N,1,0,3.99,30127,18649,3.99,N,N,619
108,7186600500,09-05-2013 15:48,N,1,0,3.59,20115,35100,3.59,N,N,3190
108,4667500083,09-05-2013 15:48,Y,2,0,1.2,20115,19459,1.7,Y,N,772
108,7940060286,09-05-2013 15:48,N,1,0,2.49,830100,18950,2.49,N,N,906
108,4667500079,09-05-2013 15:48,Y,4,0,2.4,20115,19906,3.4,Y,N,772
108,2420004303,09-05-2013 15:48,N,1,0,1.79,30127,19334,1.79,N,N,619
108,1200020237,09-05-2013 15:48,Y,1,0,1.89,20115,40069,2.19,Y,N,1246
108,7078400620,09-05-2013 15:48,Y,1,0,2.59,30127,34331,3.09,Y,N,762
108,7078400624,09-05-2013 15:48,Y,1,0,2.59,20115,34330,3.09,Y,N,761
108,28074700000,09-05-2013 15:48,Y,0,0.8389,2.76,140010,477959,2.76,N,N,3415
108,980000778,09-05-2013 15:48,N,1,0,1.59,140010,450072,1.59,N,N,3225
108,28076400000,09-05-2013 15:48,Y,0,0.2895,1.3,830100,477713,1.3,N,N,3413
108,2700041924,09-05-2013 15:48,Y,1,0,2.89,20115,808398,3.79,Y,N,153
108,88596788150,09-05-2013 15:48,N,1,0,5.29,30127,717987,5.29,N,N,2393
108,4400003219,09-05-2013 15:48,Y,1,0,3.49,20115,847140,3.99,Y,N,3154
108,72047326552,09-05-2013 15:48,N,1,0,2.99,810103,845007,2.99,N,N,2102
108,2100003875,09-05-2013 15:48,N,1,0,3.79,20115,838389,3.79,N,N,59
108,2413111525,09-05-2013 15:48,N,1,0,2.99,20115,855465,2.99,N,N,2348
108,2270057824,09-05-2013 15:48,N,1,0,6.99,20115,914441,6.99,N,N,932
108,2270057828,09-05-2013 15:48,N,1,0,6.99,20115,914444,6.99,N,N,932
108,4155468113,09-05-2013 15:48,N,1,0,7.99,20115,76456,7.99,N,N,933
108,4154875078,09-05-2013 15:49,Y,1,0,3.99,820082,35733,5.49,Y,N,460
108,72822934566,09-05-2013 15:49,N,1,0,4.29,840100,53683,4.29,N,N,323
108,2500005426,09-05-2013 15:49,N,1,0,3.69,140011,20033,3.69,N,N,701
108,2100061146,09-05-2013 15:49,N,1,0,4.99,140011,15876,4.99,N,N,719
108,7078443359,09-05-2013 15:49,Y,1,0,2.59,140011,857311,2.79,Y,N,180
108,980000761,09-05-2013 15:49,N,1,0,1.59,130258,20778,1.59,N,N,3225
108,20661100000,09-05-2013 15:49,Y,0,0.991,4.45,820082,9654,4.45,N,N,3318
108,1600028166,09-05-2013 15:49,N,1,0,5.99,840100,763871,5.99,N,N,3142
108,20632900000,09-05-2013 15:49,Y,0,0.8098,5.66,820082,602201,9.71,Y,N,3319
108,35497330851,09-05-2013 15:49,N,1,0,6.79,130257,63447,6.79,N,N,2573
108,7078451780,09-05-2013 15:50,Y,1,0,1.5,20116,26820,1.99,Y,N,673
108,7078401796,09-05-2013 15:50,Y,1,0,4.99,20116,14960,5.99,Y,N,717
108,7078423046,09-05-2013 15:50,Y,2,0,2,20116,15854,2.38,Y,N,67
108,7078433410,09-05-2013 15:50,Y,1,0,3.99,20116,28282,4.99,Y,N,3442
108,4400003113,09-05-2013 15:50,Y,1,0,3.69,20116,912818,3.79,Y,N,3173
108,1960004580,09-05-2013 15:50,Y,2,0,2,20116,11898,2.58,Y,N,479
108,1960004610,09-05-2013 15:50,Y,2,0,2,20116,11899,2.58,Y,N,479
108,75703751313,09-05-2013 15:50,N,1,0,3.99,20116,808933,3.99,N,N,619
108,3700086782,09-05-2013 15:50,Y,1,0,6.99,20116,921409,8.99,Y,N,680
108,2363703923,09-05-2013 15:50,Y,1,0,2.5,20116,44206,2.69,Y,N,3415
108,1530043940,09-05-2013 15:51,Y,2,0,2,870052,22957,3.18,Y,N,2753
108,2100004278,09-05-2013 15:51,Y,1,0,2.99,870052,905313,3.49,Y,N,2798
108,7078418850,09-05-2013 15:51,Y,1,0,0.66,130259,23123,0.85,Y,N,75
108,7078418850,09-05-2013 15:51,Y,2,0,1.34,130259,23123,1.7,Y,N,75
108,7341002590,09-05-2013 15:51,Y,1,0,3.49,130259,35167,4.49,Y,N,3191
108,2700037909,09-05-2013 15:51,Y,1,0,1,140012,23164,2.19,Y,N,71
108,7078413004,09-05-2013 15:51,Y,1,0,2.19,870052,23174,2.39,Y,N,45
108,7575543608,09-05-2013 15:51,Y,2,0,0.98,870052,69610,1.3,Y,N,1934
108,7680828008,09-05-2013 15:51,Y,1,0,1.5,140012,15528,1.79,Y,N,2734
108,5210015741,09-05-2013 15:51,N,1,0,2.99,870052,25386,2.99,N,N,83
108,4400001560,09-05-2013 15:51,Y,1,0,2.5,870052,49600,3.99,Y,N,3176
108,1122506157,09-05-2013 15:51,N,1,0,6.99,30129,69389,6.99,N,N,2187
108,3010050561,09-05-2013 15:51,Y,1,0,2.5,140012,41960,3.69,Y,N,3156
108,7078440293,09-05-2013 15:51,Y,1,0,0.89,870052,17769,1.09,Y,N,153
108,7880011211,09-05-2013 15:51,N,1,0,2.27,850072,55551,2.27,N,N,761
108,7078428244,09-05-2013 15:51,Y,1,0,5.49,870052,20356,5.99,Y,N,3542
108,7078427319,09-05-2013 15:51,Y,1,0,3.69,870052,20365,3.99,Y,N,3473
108,7078401230,09-05-2013 15:51,Y,1,0,2,130259,15441,2.69,Y,N,723
108,1600041820,09-05-2013 15:51,N,2,0,3.98,870052,16062,3.98,N,N,2745
108,64420942164,09-05-2013 15:51,Y,2,0,5,30129,24500,6.98,Y,N,199
108,7680851613,09-05-2013 15:51,Y,1,0,1.5,140012,17938,1.79,Y,N,2736
108,1200000132,09-05-2013 15:51,Y,4,0,7.56,870052,40023,8.76,Y,N,1244
108,1200000132,09-05-2013 15:51,N,1,0,-2.56,870052,40023,2.19,Y,N,1244
108,7167300217,09-05-2013 15:51,Y,1,0,2.49,30128,35331,3.49,Y,N,3191
108,7078413006,09-05-2013 15:51,Y,1,0,2.19,870052,15305,2.39,Y,N,45
108,7432309230,09-05-2013 15:51,Y,1,0,0,850072,54481,2.99,Y,N,3191
108,7432309230,09-05-2013 15:51,N,1,0,2.99,850072,54481,2.99,N,N,3191
108,7078400806,09-05-2013 15:51,N,1,0,2.39,130259,19522,2.39,N,N,747
108,7756702254,09-05-2013 15:51,Y,1,0,4.69,140012,13341,4.99,Y,N,455
108,7078401268,09-05-2013 15:51,Y,1,0,2,130259,20128,3.29,Y,N,723
108,1630016567,09-05-2013 15:51,N,1,0,3.59,130259,19988,3.59,N,N,705
108,7078450820,09-05-2013 15:51,Y,1,0,2.5,140012,21327,3.69,Y,N,1283
108,1450001183,09-05-2013 15:51,Y,1,0,1.89,850072,12600,2.29,Y,N,418
108,1450001129,09-05-2013 15:51,Y,2,0,3.78,850072,12430,4.58,Y,N,418
108,1450001098,09-05-2013 15:51,Y,2,0,3.34,30128,12440,3.58,Y,N,421
108,2370002334,09-05-2013 15:51,Y,1,0,3.79,140012,12151,3.99,Y,N,411
108,3890004303,09-05-2013 15:51,Y,2,0,4.38,870052,808320,4.98,Y,N,53
108,7321400162,09-05-2013 15:51,Y,1,0,0,130259,806662,2.69,Y,N,3509
108,7321400129,09-05-2013 15:51,N,1,0,2.69,130259,830591,2.69,N,N,3509
108,4000046411,09-05-2013 15:51,Y,2,0,2,30128,833196,3.38,Y,N,3219
108,4000046426,09-05-2013 15:51,Y,2,0,2,30128,833199,3.38,Y,N,3219
108,4400003248,09-05-2013 15:51,Y,1,0,2.5,870052,856360,3.99,Y,N,3176
108,3700084883,09-05-2013 15:51,Y,1,0,6.99,30128,894961,9.99,Y,N,674
108,2100004264,09-05-2013 15:51,N,2,0,6.98,870052,891184,6.98,N,N,2747
108,7130080066,09-05-2013 15:51,Y,1,0,1,870052,23845,1.99,Y,N,2736
108,4812110208,09-05-2013 15:52,Y,1,0,0,810104,35233,4.19,Y,N,3195
108,67989900041,09-05-2013 15:52,Y,1,0,9.99,160087,901651,13.99,Y,N,2207
108,4812118411,09-05-2013 15:52,Y,1,0,0,160087,35208,4.19,Y,N,3195
108,4812118411,09-05-2013 15:52,N,1,0,4.19,160087,35208,4.19,N,N,3195
108,7078400011,09-05-2013 15:52,Y,1,0,1.5,810104,35315,1.99,Y,N,3202
108,7431204349,09-05-2013 15:52,Y,1,0,0,20117,65957,12.49,Y,N,2504
108,7431204349,09-05-2013 15:52,N,1,0,12.49,20117,65957,12.49,N,N,2504
108,7078420414,09-05-2013 15:52,Y,1,0,1,20117,23272,1.19,Y,N,25
108,3680010618,09-05-2013 15:52,N,1,0,8.99,20117,59446,8.99,N,N,2647
108,3760011544,09-05-2013 15:52,Y,1,0,3,160087,16957,3.29,Y,N,2765
108,7170055401,09-05-2013 15:52,Y,2,0,4,20117,14988,7.38,Y,N,733
108,7078402146,09-05-2013 15:52,Y,1,0,1.5,160087,14997,1.79,Y,N,787
108,7078401616,09-05-2013 15:52,Y,1,0,2,20117,15452,2.69,Y,N,724
108,7078401600,09-05-2013 15:52,Y,1,0,2,20117,15454,2.69,Y,N,724
108,5150000081,09-05-2013 15:52,Y,1,0,2.5,810104,16651,2.99,Y,N,3473
108,1410007467,09-05-2013 15:52,Y,1,0,3,160087,50514,3.99,Y,N,3186
108,7078402604,09-05-2013 15:52,N,1,0,1.79,810104,15118,1.79,N,N,802
108,7078405682,09-05-2013 15:52,Y,1,0,2,860100,12092,3.49,Y,N,406
108,7623942036,09-05-2013 15:52,Y,1,0,0,860100,12518,2.69,Y,N,497
108,7623942036,09-05-2013 15:52,N,1,0,2.69,860100,12518,2.69,N,N,497
108,7078425306,09-05-2013 15:52,Y,1,0,0,860100,824558,2.79,Y,N,2717
108,7078425306,09-05-2013 15:52,N,1,0,2.79,860100,824558,2.79,N,N,2717
108,7431201140,09-05-2013 15:52,Y,1,0,0,160087,733222,6.29,Y,N,2509
108,7431201140,09-05-2013 15:52,N,1,0,6.29,160087,733222,6.29,N,N,2509
108,5100019945,09-05-2013 15:52,Y,1,0,2.99,810104,848900,3.29,Y,N,2719
108,2100003075,09-05-2013 15:52,N,1,0,2.99,20117,832732,2.99,N,N,723
108,7078452936,09-05-2013 15:52,N,1,0,2.99,20117,829747,2.99,N,N,504
108,7078452934,09-05-2013 15:52,N,1,0,2.99,20117,829748,2.99,N,N,504
108,4127102161,09-05-2013 15:52,N,1,0,2.79,20117,922914,2.79,N,N,807
108,4812110208,09-05-2013 15:52,N,1,0,4.19,810104,35233,4.19,N,N,3195
108,3320018053,09-05-2013 15:53,N,1,0,4.39,160088,73264,4.39,N,N,2629
108,3160402706,09-05-2013 15:53,N,1,0,10.99,160088,826358,10.99,N,N,2509
108,7078419056,09-05-2013 15:53,N,1,0,1.69,130260,22754,1.69,N,N,14
108,4157005442,09-05-2013 15:53,Y,1,0,7.49,840101,20577,7.99,Y,N,1278
108,2900000831,09-05-2013 15:53,N,1,0,3.29,840101,15882,3.29,N,N,714
108,7078401604,09-05-2013 15:53,Y,1,0,2,830101,14959,2.69,Y,N,722
108,7078401606,09-05-2013 15:53,Y,1,0,2,830101,15455,2.69,Y,N,724
108,7078401230,09-05-2013 15:53,Y,1,0,2,830101,15441,2.69,Y,N,723
108,7251002412,09-05-2013 15:53,N,1,0,1.99,160088,15002,1.99,N,N,708
108,7045004231,09-05-2013 15:53,N,1,0,4.99,840101,24921,4.99,N,N,122
108,5210007099,09-05-2013 15:53,N,1,0,2.79,840101,19089,2.79,N,N,77
108,2220000490,09-05-2013 15:53,N,1,0,3.49,160088,71611,3.49,N,N,919
108,4300000960,09-05-2013 15:53,N,1,0,3.69,840101,11835,3.69,N,N,452
108,3680007931,09-05-2013 15:53,N,1,0,2.49,160088,59616,2.49,N,N,2625
108,4123471911,09-05-2013 15:53,N,1,0,3.29,840101,47131,3.29,N,N,3458
108,4300028555,09-05-2013 15:53,N,1,0,2.39,840101,17867,2.39,N,N,2756
108,7078404370,09-05-2013 15:53,Y,1,0,1.25,130260,12077,1.29,Y,N,426
108,7078442042,09-05-2013 15:53,Y,5,0,5,160088,844243,5.45,Y,N,2748
108,5100017549,09-05-2013 15:53,Y,1,0,3.49,160088,828869,3.99,Y,N,2719
108,1600014344,09-05-2013 15:53,N,1,0,3.79,160088,24991,3.79,N,N,3142
108,7078449018,09-05-2013 15:54,Y,2,0,2,140013,28757,2.38,Y,N,1225
108,3800059923,09-05-2013 15:54,N,2,0,7.98,860101,884296,7.98,N,N,133
108,9742152000,09-05-2013 15:54,Y,2,0,2,850073,65489,2.98,Y,N,2677
108,5100011553,09-05-2013 15:54,Y,3,0,5.67,160089,15176,5.97,Y,N,2718
108,7078401202,09-05-2013 15:54,Y,1,0,0,140013,14907,2.69,Y,N,723
108,7880011214,09-05-2013 15:54,N,1,0,2.27,130261,55553,2.27,N,N,762
108,7880011214,09-05-2013 15:54,N,1,0,2.27,820083,55553,2.27,N,N,762
108,7078402264,09-05-2013 15:54,N,1,0,2.39,20118,19846,2.39,N,N,773
108,1792900028,09-05-2013 15:54,N,1,0,1.99,20118,19859,1.99,N,N,770
108,1552110182,09-05-2013 15:54,N,1,0,3.89,130261,49886,3.89,N,N,749
108,7078402610,09-05-2013 15:54,N,1,0,4.79,20118,19946,4.79,N,N,802
108,7131900078,09-05-2013 15:54,Y,1,0,2,820083,52554,2.69,Y,N,3204
108,7078400500,09-05-2013 15:54,N,1,0,2.69,140013,14896,2.69,N,N,711
108,4167842986,09-05-2013 15:54,Y,1,0,2,20118,54647,2.79,Y,N,3196
108,7131900030,09-05-2013 15:54,Y,1,0,2.5,140013,52551,2.99,Y,N,3191
108,7131900109,09-05-2013 15:54,Y,1,0,2,860101,52530,2.89,Y,N,3202
108,7131900102,09-05-2013 15:54,Y,1,0,2,860101,52528,2.89,Y,N,3202
108,1600042060,09-05-2013 15:54,Y,1,0,0,140013,18150,2.79,Y,N,103
108,7342000006,09-05-2013 15:54,N,1,0,1.79,130261,20038,1.79,N,N,787
108,2700039023,09-05-2013 15:54,Y,2,0,2,820083,16239,4.38,Y,N,70
108,7251002412,09-05-2013 15:54,N,1,0,1.99,140013,15002,1.99,N,N,708
108,7130000001,09-05-2013 15:54,Y,1,0,0,140013,16067,1.99,Y,N,2736
108,3120026107,09-05-2013 15:54,Y,1,0,2.5,20118,15639,3.99,Y,N,3489
108,72225212629,09-05-2013 15:54,Y,2,0,2,850073,64049,2.38,Y,N,2677
108,7078404822,09-05-2013 15:54,Y,1,0,2.99,140013,13196,3.39,Y,N,459
108,2000019964,09-05-2013 15:54,Y,1,0,0,140013,12852,2.79,Y,N,424
108,7764430232,09-05-2013 15:54,Y,1,0,0,140013,16163,2.19,Y,N,2798
108,4850030102,09-05-2013 15:54,Y,1,0,3,130261,809044,3.79,Y,N,705
108,4850030955,09-05-2013 15:54,Y,1,0,3,130261,809051,3.79,Y,N,705
108,3680033691,09-05-2013 15:54,Y,1,0,3.99,20118,847217,4.29,Y,N,2727
108,85413700050,09-05-2013 15:54,Y,1,0,4.99,20118,839439,6.69,Y,N,323
108,1200028618,09-05-2013 15:54,Y,1,0,1,20118,843648,1.79,Y,N,1300
108,1200028621,09-05-2013 15:54,Y,1,0,1,20118,843650,1.79,Y,N,1300
108,1200028622,09-05-2013 15:54,Y,1,0,1,20118,843651,1.79,Y,N,1300
108,72225216030,09-05-2013 15:54,Y,1,0,1,850073,843409,1.19,Y,N,2677
108,1200004117,09-05-2013 15:54,Y,1,0,1,20118,904994,1.79,Y,N,1300
108,3700081462,09-05-2013 15:54,Y,1,0,6.99,140013,889291,9.99,Y,N,674
108,1154631433,09-05-2013 15:54,Y,1,0,2.99,140013,896029,5.99,Y,N,2356
108,7078433612,09-05-2013 15:54,Y,1,0,0,20118,892655,6.99,Y,N,3439
108,7078433612,09-05-2013 15:54,N,1,0,6.99,20118,892655,6.99,N,N,3439
108,1600015975,09-05-2013 15:54,Y,1,0,0,140013,23881,2.19,Y,N,2747
108,7000046465,09-05-2013 15:55,N,1,0,0.99,140014,121785,0.99,N,N,2102
108,2620011700,09-05-2013 15:55,Y,1,0,1,870053,21216,1.29,Y,N,1076
108,4530000510,09-05-2013 15:55,Y,1,0,2,870053,17556,3.49,Y,N,3542
108,1122511301,09-05-2013 15:55,N,1,0,0.99,870053,895795,0.99,N,N,676
108,4110080319,09-05-2013 15:55,N,1,0,29.99,460038,733810,29.99,N,N,2520
108,2620011750,09-05-2013 15:55,Y,1,0,1,870053,583791,1.29,Y,N,1076
108,3800084488,09-05-2013 15:55,Y,1,0,1.67,870053,890717,1.99,Y,N,1050
108,7078400628,09-05-2013 15:55,Y,1,0,2.49,870053,34329,3.09,Y,N,4478
108,88491218062,09-05-2013 15:56,N,1,0,3.99,30130,24562,3.99,N,N,136
108,1122510972,09-05-2013 15:56,Y,1,0,6,140015,857307,7.99,Y,N,3438
108,5000088680,09-05-2013 15:56,N,2,0,7.98,140015,19588,7.98,N,N,807
108,7432301796,09-05-2013 15:56,Y,1,0,0,140015,54400,2.99,Y,N,3192
108,7432301796,09-05-2013 15:56,N,1,0,2.99,140015,54400,2.99,N,N,3192
108,4126228452,09-05-2013 15:56,Y,1,0,0,30130,55647,3.29,Y,N,1061
108,4126228452,09-05-2013 15:56,N,1,0,3.29,30130,55647,3.29,N,N,1061
108,7078442842,09-05-2013 15:56,Y,1,0,1.25,140015,22909,1.59,Y,N,2736
108,4167821555,09-05-2013 15:56,Y,2,0,4,30130,54640,5.38,Y,N,3191
108,7880011014,09-05-2013 15:56,N,1,0,3.79,130262,55540,3.79,N,N,762
108,7078444362,09-05-2013 15:56,Y,1,0,8.99,140015,18054,9.99,Y,N,172
108,71514172928,09-05-2013 15:56,N,1,0,3.49,130262,49893,3.49,N,N,748
108,5000042954,09-05-2013 15:56,Y,10,0,6,130262,18567,7,Y,N,684
108,7251000801,09-05-2013 15:56,N,1,0,3.29,30130,14986,3.29,N,N,734
108,3450015136,09-05-2013 15:56,Y,1,0,3.49,30130,15867,4.79,Y,N,711
108,63410712345,09-05-2013 15:56,Y,2,0,4,30130,16190,6.58,Y,N,2801
108,1480058226,09-05-2013 15:56,N,1,0,3.49,30130,15660,3.49,N,N,3499
108,7078400624,09-05-2013 15:56,Y,2,0,5.18,140015,34330,6.18,Y,N,761
108,4430012353,09-05-2013 15:56,N,1,0,2.69,30130,16150,2.69,N,N,240
108,7680850106,09-05-2013 15:56,Y,2,0,3,30130,17927,3.58,Y,N,2734
108,4430012391,09-05-2013 15:56,N,1,0,1.29,30130,16146,1.29,N,N,240
108,3680011565,09-05-2013 15:56,Y,1,0,1.99,130262,416902,2.69,Y,N,2627
108,3680011582,09-05-2013 15:56,Y,2,0,3.98,130262,416903,5.38,Y,N,2627
108,38151905508,09-05-2013 15:56,Y,1,0,3.29,130262,843478,3.49,Y,N,961
108,1552112111,09-05-2013 15:56,N,1,0,2.69,30130,545854,2.69,N,N,749
108,1600043101,09-05-2013 15:56,N,1,0,5.99,840102,835831,5.99,N,N,3144
108,2413116183,09-05-2013 15:56,Y,2,0,5.98,140015,858291,7.98,Y,N,2207
108,1910016989,09-05-2013 15:56,Y,1,0,4.99,130262,838380,7.69,Y,N,1013
108,3700081463,09-05-2013 15:56,Y,1,0,6.99,140015,889292,9.99,Y,N,674
108,1122510969,09-05-2013 15:56,Y,1,0,6,140015,857304,7.99,Y,N,3438
108,7186600504,09-05-2013 15:56,N,1,0,3.59,30130,35107,3.59,N,N,3190
108,7078449804,09-05-2013 15:57,Y,1,0,0.75,810105,28816,0.99,Y,N,1234
108,7078402308,09-05-2013 15:57,Y,2,0,1.76,830102,899078,2.18,Y,N,778
108,7078449806,09-05-2013 15:57,Y,1,0,0.75,810105,28818,0.99,Y,N,1234
108,7078449818,09-05-2013 15:57,Y,1,0,0.75,810105,28819,0.99,Y,N,1234
108,4178000058,09-05-2013 15:57,Y,1,0,0,810105,36026,4.29,Y,N,1062
108,3600019586,09-05-2013 15:57,Y,1,0,5.49,470098,61927,5.99,Y,N,2667
108,7203001108,09-05-2013 15:57,N,1,0,5.69,470098,38416,5.69,N,N,3151
108,71514150349,09-05-2013 15:57,Y,1,0,2.5,810105,49891,3.19,Y,N,748
108,7078449816,09-05-2013 15:57,Y,1,0,0.75,810105,28476,0.99,Y,N,1234
108,3700023680,09-05-2013 15:57,N,1,0,5.49,470098,25716,5.49,N,N,598
108,7078402618,09-05-2013 15:57,N,1,0,1.89,830102,15120,1.89,N,N,802
108,7078402604,09-05-2013 15:57,N,1,0,1.79,470098,15118,1.79,N,N,802
108,28095200000,09-05-2013 15:57,Y,0,0.2296,1.72,830102,477534,1.72,N,N,3411
108,7078404874,09-05-2013 15:57,Y,1,0,2.99,830102,13136,3.39,Y,N,459
108,61029032317,09-05-2013 15:57,N,1,0,2.99,130263,836422,2.99,N,N,2102
108,4760095185,09-05-2013 15:57,Y,1,0,2.5,810105,849324,3.49,Y,N,3449
108,7078402302,09-05-2013 15:57,Y,2,0,1.76,830102,899075,2.18,Y,N,778
108,7078402304,09-05-2013 15:57,Y,2,0,1.76,830102,899076,2.18,Y,N,778
108,7078402306,09-05-2013 15:57,Y,2,0,1.76,830102,899077,2.18,Y,N,778
108,4178000091,09-05-2013 15:57,N,1,0,4.29,810105,36030,4.29,N,N,1064
108,78656001651,09-05-2013 15:58,Y,1,0,2.19,30131,70891,2.99,Y,N,2679
108,78656005001,09-05-2013 15:58,Y,1,0,2.19,30131,62253,2.99,Y,N,2679
108,5150025195,09-05-2013 15:58,Y,1,0,3.99,30131,18045,4.29,Y,N,175
108,7078401210,09-05-2013 15:58,Y,1,0,2,30131,15447,2.69,Y,N,723
108,2200012319,09-05-2013 15:58,N,-1,0,-4.99,470099,844213,-4.99,N,N,3237
108,28933000000,09-05-2013 15:58,Y,0,0.31,1.02,30131,799145,1.02,N,N,3402
108,3480000107,09-05-2013 15:58,Y,2,0,3.98,30131,745491,5.58,Y,N,2786
108,4144930011,09-05-2013 15:58,N,1,0,2.49,30131,512977,2.49,N,N,98
108,7078400612,09-05-2013 15:58,N,1,0,2.07,30131,34355,2.07,N,N,761
108,7078426466,09-05-2013 15:59,Y,1,0,2.49,20119,844244,2.69,Y,N,7
108,2836783349,09-05-2013 15:59,N,1,0,2.99,850074,839211,2.99,N,N,354
108,7271405121,09-05-2013 15:59,Y,1,0,2,20119,856245,3.19,Y,N,499
108,3800071621,09-05-2013 15:59,Y,1,0,6.99,130265,856326,7.49,Y,N,2671
108,67984410455,09-05-2013 15:59,Y,1,0,2.5,20119,850503,2.79,Y,N,441
108,3800057293,09-05-2013 15:59,Y,1,0,2.5,140016,830758,2.99,Y,N,439
108,1862770339,09-05-2013 15:59,Y,1,0,3.79,860102,844808,3.99,Y,N,136
108,76839546395,09-05-2013 15:59,N,1,0,1.99,140016,916941,1.99,N,N,3418
108,7078450470,09-05-2013 15:59,Y,1,0,2.79,20119,914694,3.49,Y,N,1303
108,4400003242,09-05-2013 15:59,Y,1,0,3,860102,892682,3.79,Y,N,3176
108,4178000148,09-05-2013 15:59,Y,1,0,0,130264,886786,4.29,Y,N,1062
108,7078449008,09-05-2013 15:59,Y,1,0,1,20119,28756,1.19,Y,N,1246
108,3680017804,09-05-2013 15:59,N,1,0,3.99,850074,73336,3.99,N,N,2251
108,4178000091,09-05-2013 15:59,N,1,0,4.29,130264,36030,4.29,N,N,1064
108,7078449708,09-05-2013 15:59,Y,1,0,0.79,20119,28494,0.99,Y,N,1213
108,7078425973,09-05-2013 15:59,Y,1,0,2,20119,22697,2.49,Y,N,3526
108,7078447166,09-05-2013 15:59,Y,1,0,2.99,20119,25346,3.19,Y,N,136
108,1600027567,09-05-2013 15:59,Y,1,0,3.39,20119,25141,3.79,Y,N,133
108,7078400012,09-05-2013 15:59,Y,1,0,1.5,130264,35316,1.99,Y,N,3202
108,7110000707,09-05-2013 15:59,Y,1,0,3,20119,24050,3.79,Y,N,3527
108,7078447164,09-05-2013 15:59,Y,1,0,2.99,140016,25345,3.19,Y,N,136
108,5233633145,09-05-2013 15:59,N,1,0,5.79,850074,71402,5.79,N,N,970
108,7078449002,09-05-2013 15:59,Y,1,0,1,20119,28751,1.19,Y,N,1246
108,7078401104,09-05-2013 15:59,N,1,0,3.79,20119,15409,3.79,N,N,719
108,7432301796,09-05-2013 15:59,Y,1,0,0,20119,54400,2.99,Y,N,3192
108,7432301796,09-05-2013 15:59,N,1,0,2.99,20119,54400,2.99,N,N,3192
